playlist_id,media_item_id,ingest_timestamp,position
10,153,2022-05-19 13:13:13.318309,45
10,660,2022-05-19 13:13:15.516912,156
10,725,2022-05-19 13:13:13.331845,46
10,762,2022-05-19 13:13:15.580772,160
10,770,2022-05-19 13:13:15.358423,147
10,775,2022-05-19 13:13:14.11981,88
10,959,2022-05-19 13:13:13.253954,41
10,984,2022-05-19 13:13:15.258507,142
1,349,2022-05-19 12:31:23.087362,89
1,421,2022-05-19 12:31:22.693405,68
1,803,2022-05-19 12:31:22.988083,83
2,4,2022-05-19 13:44:50.840977,25
2,23,2022-05-19 13:44:51.303463,51
2,120,2022-05-19 13:44:50.784672,22
2,196,2022-05-19 13:44:51.585952,69
2,206,2022-05-19 13:44:51.195877,45
2,283,2022-05-19 13:44:50.528555,9
2,284,2022-05-19 13:44:51.510649,64
2,425,2022-05-19 13:44:51.059295,38
2,465,2022-05-19 13:44:53.98486,198
2,503,2022-05-19 13:44:52.714467,131
2,535,2022-05-19 13:44:53.818518,189
2,572,2022-05-19 13:44:51.62795,72
2,585,2022-05-19 13:44:50.505924,8
2,669,2022-05-19 13:44:51.03848,37
2,832,2022-05-19 13:44:51.825483,86
2,985,2022-05-19 13:44:53.875726,192
3,40,2022-05-19 12:32:13.050398,77
3,72,2022-05-19 12:32:12.893514,70
3,171,2022-05-19 12:32:11.681621,25
3,588,2022-05-19 12:32:11.584454,22
3,703,2022-05-19 12:32:12.134219,41
3,709,2022-05-19 12:32:12.228639,45
3,912,2022-05-19 12:32:11.258117,10
4,64,2022-05-19 13:44:43.028599,86
4,189,2022-05-19 13:44:42.571036,63
4,205,2022-05-19 13:44:43.54833,116
4,224,2022-05-19 13:44:42.481744,60
4,229,2022-05-19 13:44:44.247253,158
4,715,2022-05-19 13:44:43.38128,106
4,802,2022-05-19 13:44:44.472314,172
4,859,2022-05-19 13:44:41.658791,18
4,907,2022-05-19 13:44:44.800226,192
4,956,2022-05-19 13:44:44.455613,171
5,3,2022-05-19 13:42:22.956105,47
5,6,2022-05-19 13:42:22.268307,5
5,58,2022-05-19 13:42:24.086342,114
5,89,2022-05-19 13:42:24.016374,110
5,185,2022-05-19 13:42:23.326629,68
5,201,2022-05-19 13:42:22.360114,11
5,293,2022-05-19 13:42:23.163438,58
5,311,2022-05-19 13:42:22.772233,36
5,724,2022-05-19 13:42:22.406457,14
5,807,2022-05-19 13:42:22.564216,24
5,809,2022-05-19 13:42:22.849531,41
6,221,2022-05-19 12:19:28.82736,132
6,227,2022-05-19 12:19:27.547392,77
6,417,2022-05-19 12:19:27.884409,90
6,532,2022-05-19 12:19:29.168836,146
6,562,2022-05-19 12:19:28.578385,121
6,638,2022-05-19 12:19:27.830677,88
6,707,2022-05-19 12:19:26.817053,48
6,730,2022-05-19 12:19:27.730866,84
6,946,2022-05-19 12:19:26.521946,37
6,1020,2022-05-19 12:19:25.995669,14
7,493,2022-05-19 13:12:19.223432,22
7,532,2022-05-19 13:12:18.972546,13
7,820,2022-05-19 13:12:18.766881,4
7,919,2022-05-19 13:12:18.918012,11
8,16,2022-05-19 13:23:23.04692,118
8,110,2022-05-19 13:23:20.902601,13
8,182,2022-05-19 13:23:21.638031,48
8,312,2022-05-19 13:23:23.412734,138
8,418,2022-05-19 13:23:23.311675,133
8,508,2022-05-19 13:23:22.117094,70
8,598,2022-05-19 13:23:21.830318,56
8,852,2022-05-19 13:23:23.220695,127
8,867,2022-05-19 13:23:20.652759,0
8,1039,2022-05-19 13:23:20.9628,16
8,1045,2022-05-19 13:23:21.336985,34
9,545,2022-05-19 12:19:21.674522,30
9,847,2022-05-19 12:19:21.752924,34
10,193,2022-05-19 13:13:15.671735,166
10,234,2022-05-19 13:13:15.295185,144
10,290,2022-05-19 13:13:13.566931,60
10,315,2022-05-19 13:13:13.204435,38
10,345,2022-05-19 13:13:14.77948,118
10,382,2022-05-19 13:13:14.250126,94
10,398,2022-05-19 13:13:15.431212,151
10,424,2022-05-19 13:13:15.311389,145
10,505,2022-05-19 13:13:15.655065,165
10,628,2022-05-19 13:13:15.449709,152
10,703,2022-05-19 13:13:12.670549,8
10,814,2022-05-19 13:13:15.843453,177
1,214,2022-05-19 12:31:23.158724,93
1,221,2022-05-19 12:31:22.525273,59
1,417,2022-05-19 12:31:22.886892,78
1,532,2022-05-19 12:31:22.79736,73
1,795,2022-05-19 12:31:23.19125,95
1,876,2022-05-19 12:31:23.174037,94
1,881,2022-05-19 12:31:22.589232,63
1,946,2022-05-19 12:31:21.841445,23
2,133,2022-05-19 13:44:52.370595,116
2,605,2022-05-19 13:44:52.968997,145
2,750,2022-05-19 13:44:52.310552,113
2,759,2022-05-19 13:44:51.699729,77
2,896,2022-05-19 13:44:52.675068,129
2,971,2022-05-19 13:44:51.755615,81
3,233,2022-05-19 12:32:11.552909,21
3,331,2022-05-19 12:32:11.521912,20
3,414,2022-05-19 12:32:11.700527,26
3,674,2022-05-19 12:32:12.559781,57
3,851,2022-05-19 12:32:11.204846,7
3,895,2022-05-19 12:32:12.986157,74
3,979,2022-05-19 12:32:12.629066,59
3,990,2022-05-19 12:32:12.352253,50
4,42,2022-05-19 13:44:42.249657,53
4,124,2022-05-19 13:44:44.101947,148
4,190,2022-05-19 13:44:45.695212,245
4,277,2022-05-19 13:44:44.86775,196
4,296,2022-05-19 13:44:43.288463,101
4,325,2022-05-19 13:44:44.126203,150
4,330,2022-05-19 13:44:45.178044,215
4,367,2022-05-19 13:44:41.979041,39
4,494,2022-05-19 13:44:45.574027,237
4,521,2022-05-19 13:44:44.439792,170
4,662,2022-05-19 13:44:41.376553,0
4,682,2022-05-19 13:44:43.234218,98
4,716,2022-05-19 13:44:42.981221,84
4,811,2022-05-19 13:44:41.528931,9
4,855,2022-05-19 13:44:44.004903,142
4,1034,2022-05-19 13:44:43.141671,92
5,27,2022-05-19 13:42:22.723871,33
5,427,2022-05-19 13:42:23.295377,66
5,478,2022-05-19 13:42:23.589466,85
5,543,2022-05-19 13:42:23.831951,100
5,686,2022-05-19 13:42:23.140536,57
5,695,2022-05-19 13:42:23.738833,95
5,699,2022-05-19 13:42:23.651679,89
5,940,2022-05-19 13:42:23.945856,106
5,965,2022-05-19 13:42:22.433441,16
6,421,2022-05-19 12:19:28.450258,115
6,495,2022-05-19 12:19:26.267094,26
6,511,2022-05-19 12:19:26.288124,27
6,755,2022-05-19 12:19:26.079273,18
6,763,2022-05-19 12:19:28.364964,111
6,908,2022-05-19 12:19:27.100049,59
6,923,2022-05-19 12:19:27.571459,78
6,1030,2022-05-19 12:19:26.939743,53
7,373,2022-05-19 13:12:19.416712,30
7,749,2022-05-19 13:12:19.453363,31
8,199,2022-05-19 13:23:23.568622,146
8,270,2022-05-19 13:23:22.782956,103
8,320,2022-05-19 13:23:21.248242,30
8,344,2022-05-19 13:23:23.147898,123
8,450,2022-05-19 13:23:21.657365,49
8,455,2022-05-19 13:23:22.010111,65
8,489,2022-05-19 13:23:20.78165,7
8,545,2022-05-19 13:23:20.882422,12
8,546,2022-05-19 13:23:21.118552,23
8,704,2022-05-19 13:23:22.358486,82
8,711,2022-05-19 13:23:22.886835,109
8,765,2022-05-19 13:23:20.987532,17
8,846,2022-05-19 13:23:22.592062,94
8,849,2022-05-19 13:23:22.434149,86
8,1012,2022-05-19 13:23:22.169603,73
9,11,2022-05-19 12:19:21.786057,36
9,596,2022-05-19 12:19:21.467793,19
10,25,2022-05-19 13:13:16.164515,194
10,219,2022-05-19 13:13:14.701127,114
10,233,2022-05-19 13:13:12.748484,12
10,247,2022-05-19 13:13:13.583854,61
10,252,2022-05-19 13:13:14.379353,100
10,414,2022-05-19 13:13:13.031272,29
10,623,2022-05-19 13:13:14.067465,85
10,721,2022-05-19 13:13:12.962475,25
10,851,2022-05-19 13:13:14.654307,112
10,990,2022-05-19 13:13:12.578395,3
10,1002,2022-05-19 13:13:13.987324,81
1,6,2022-05-19 12:31:21.386544,5
1,185,2022-05-19 12:31:22.467542,55
1,293,2022-05-19 12:31:22.432092,53
1,311,2022-05-19 12:31:21.959864,28
1,329,2022-05-19 12:31:23.003136,84
1,807,2022-05-19 12:31:21.735961,18
1,809,2022-05-19 12:31:22.119391,35
2,186,2022-05-19 13:44:53.042696,150
2,223,2022-05-19 13:44:51.572871,68
2,274,2022-05-19 13:44:50.564234,11
2,294,2022-05-19 13:44:51.932486,94
2,316,2022-05-19 13:44:50.610101,13
2,327,2022-05-19 13:44:51.813727,85
2,402,2022-05-19 13:44:53.405964,168
2,541,2022-05-19 13:44:50.703987,18
2,570,2022-05-19 13:44:50.954284,32
2,648,2022-05-19 13:44:53.227568,160
2,658,2022-05-19 13:44:52.444275,119
2,685,2022-05-19 13:44:51.02213,36
2,691,2022-05-19 13:44:51.64524,73
2,810,2022-05-19 13:44:51.17959,44
2,815,2022-05-19 13:44:53.715795,183
2,926,2022-05-19 13:44:51.421008,58
2,963,2022-05-19 13:44:53.621669,178
2,998,2022-05-19 13:44:51.251208,48
3,262,2022-05-19 12:32:13.374811,91
3,433,2022-05-19 12:32:11.765188,28
3,460,2022-05-19 12:32:12.312386,48
3,484,2022-05-19 12:32:12.061979,38
3,902,2022-05-19 12:32:13.089045,79
4,155,2022-05-19 13:44:44.504362,174
4,236,2022-05-19 13:44:43.397537,107
4,254,2022-05-19 13:44:44.612835,181
4,280,2022-05-19 13:44:42.736182,72
4,298,2022-05-19 13:44:43.440337,110
4,307,2022-05-19 13:44:45.559816,236
4,401,2022-05-19 13:44:43.011356,85
4,432,2022-05-19 13:44:43.841558,132
4,518,2022-05-19 13:44:44.261199,159
4,615,2022-05-19 13:44:44.530283,176
4,626,2022-05-19 13:44:44.694523,186
4,680,2022-05-19 13:44:42.018479,42
4,885,2022-05-19 13:44:43.127669,91
5,197,2022-05-19 13:42:23.453982,76
5,349,2022-05-19 13:42:23.693289,92
5,421,2022-05-19 13:42:23.363442,70
5,437,2022-05-19 13:42:23.180771,59
5,537,2022-05-19 13:42:23.88017,102
5,803,2022-05-19 13:42:23.563627,83
6,27,2022-05-19 12:19:28.431219,114
6,84,2022-05-19 12:19:27.680097,82
6,248,2022-05-19 12:19:27.597252,79
6,363,2022-05-19 12:19:26.052622,17
6,386,2022-05-19 12:19:27.24664,65
6,427,2022-05-19 12:19:29.226141,148
6,478,2022-05-19 12:19:28.130636,101
6,543,2022-05-19 12:19:26.914167,52
6,650,2022-05-19 12:19:26.864334,50
7,342,2022-05-19 13:12:19.276976,24
8,35,2022-05-19 13:23:22.263764,77
8,62,2022-05-19 13:23:20.928634,14
8,85,2022-05-19 13:23:21.957511,62
8,341,2022-05-19 13:23:22.688663,99
8,409,2022-05-19 13:23:21.08483,21
8,517,2022-05-19 13:23:21.417289,38
8,547,2022-05-19 13:23:21.455347,40
8,602,2022-05-19 13:23:21.766108,53
8,693,2022-05-19 13:23:21.270362,31
8,719,2022-05-19 13:23:22.453931,87
8,772,2022-05-19 13:23:21.852742,57
9,125,2022-05-19 12:19:21.51248,21
9,174,2022-05-19 12:19:21.547474,23
9,378,2022-05-19 12:19:21.565242,24
9,381,2022-05-19 12:19:21.633725,28
9,533,2022-05-19 12:19:21.177687,8
9,662,2022-05-19 12:19:21.006234,0
10,98,2022-05-19 13:13:14.359661,99
10,377,2022-05-19 13:13:16.194583,196
10,608,2022-05-19 13:13:13.624874,63
10,622,2022-05-19 13:13:14.582713,108
10,739,2022-05-19 13:13:14.196138,91
10,771,2022-05-19 13:13:14.49186,105
10,821,2022-05-19 13:13:16.021209,186
10,856,2022-05-19 13:13:12.534412,1
10,884,2022-05-19 13:13:14.741829,116
10,894,2022-05-19 13:13:16.17918,195
10,899,2022-05-19 13:13:12.995905,27
10,943,2022-05-19 13:13:12.765385,13
1,275,2022-05-19 12:31:21.641599,15
1,338,2022-05-19 12:31:22.937362,80
1,358,2022-05-19 12:31:23.138664,92
1,472,2022-05-19 12:31:22.217796,40
1,681,2022-05-19 12:31:22.538517,60
1,836,2022-05-19 12:31:21.457961,8
2,280,2022-05-19 13:44:52.113776,106
2,298,2022-05-19 13:44:52.530957,123
2,401,2022-05-19 13:44:51.115399,41
2,432,2022-05-19 13:44:53.154472,156
2,670,2022-05-19 13:44:51.872782,90
2,680,2022-05-19 13:44:51.684914,76
2,827,2022-05-19 13:44:53.853715,191
2,934,2022-05-19 13:44:51.478541,62
3,11,2022-05-19 12:32:13.482221,95
3,26,2022-05-19 12:32:11.240781,9
3,55,2022-05-19 12:32:12.092771,39
3,67,2022-05-19 12:32:11.088357,3
3,689,2022-05-19 12:32:11.05604,2
3,867,2022-05-19 12:32:12.184752,43
4,69,2022-05-19 13:44:44.945043,201
4,116,2022-05-19 13:44:45.751309,249
4,142,2022-05-19 13:44:44.27768,160
4,146,2022-05-19 13:44:42.206883,52
4,186,2022-05-19 13:44:44.207104,155
4,215,2022-05-19 13:44:45.510012,233
4,223,2022-05-19 13:44:43.857255,133
4,274,2022-05-19 13:44:41.423056,3
4,294,2022-05-19 13:44:42.95437,83
4,316,2022-05-19 13:44:43.765003,128
4,327,2022-05-19 13:44:41.791627,26
4,402,2022-05-19 13:44:43.42734,109
4,416,2022-05-19 13:44:45.323089,223
4,541,2022-05-19 13:44:41.512654,8
4,648,2022-05-19 13:44:43.822365,131
4,658,2022-05-19 13:44:43.456285,111
4,685,2022-05-19 13:44:42.910728,81
4,691,2022-05-19 13:44:44.113812,149
4,708,2022-05-19 13:44:43.220662,97
4,810,2022-05-19 13:44:41.728057,22
4,872,2022-05-19 13:44:45.149973,213
4,909,2022-05-19 13:44:44.218937,156
4,926,2022-05-19 13:44:41.860506,31
4,963,2022-05-19 13:44:43.806517,130
4,998,2022-05-19 13:44:42.589294,64
5,5,2022-05-19 13:42:23.086018,54
5,9,2022-05-19 13:42:22.255587,4
5,14,2022-05-19 13:42:23.31264,67
5,288,2022-05-19 13:42:22.686555,31
5,422,2022-05-19 13:42:23.121412,56
5,550,2022-05-19 13:42:22.462903,18
5,702,2022-05-19 13:42:22.834606,40
5,747,2022-05-19 13:42:23.91502,104
5,800,2022-05-19 13:42:22.972306,48
6,10,2022-05-19 12:19:25.723159,2
6,18,2022-05-19 12:19:28.151653,102
6,29,2022-05-19 12:19:28.195878,104
6,93,2022-05-19 12:19:26.741976,45
6,131,2022-05-19 12:19:27.803672,87
6,324,2022-05-19 12:19:26.202432,23
6,428,2022-05-19 12:19:25.850237,8
6,582,2022-05-19 12:19:27.62395,80
6,706,2022-05-19 12:19:26.249907,25
6,732,2022-05-19 12:19:26.77468,46
6,843,2022-05-19 12:19:28.937241,136
6,964,2022-05-19 12:19:28.629587,123
6,986,2022-05-19 12:19:27.945351,93
7,844,2022-05-19 13:12:19.203391,21
7,972,2022-05-19 13:12:18.785505,5
8,43,2022-05-19 13:23:21.320467,33
8,51,2022-05-19 13:23:22.331798,81
8,136,2022-05-19 13:23:22.724463,101
8,232,2022-05-19 13:23:22.754332,102
8,283,2022-05-19 13:23:21.480399,41
8,295,2022-05-19 13:23:20.825131,9
8,425,2022-05-19 13:23:22.318277,80
8,548,2022-05-19 13:23:23.52492,144
8,564,2022-05-19 13:23:22.132425,71
8,718,2022-05-19 13:23:23.428048,139
8,754,2022-05-19 13:23:23.487424,142
8,866,2022-05-19 13:23:20.719935,4
8,889,2022-05-19 13:23:23.252008,129
9,400,2022-05-19 12:19:21.13533,6
9,901,2022-05-19 12:19:21.200688,9
10,67,2022-05-19 13:13:12.510209,0
10,91,2022-05-19 13:13:13.71776,68
10,134,2022-05-19 13:13:13.360808,48
10,220,2022-05-19 13:13:13.135265,35
10,244,2022-05-19 13:13:14.174043,90
10,310,2022-05-19 13:13:15.890228,179
10,317,2022-05-19 13:13:16.227824,198
10,467,2022-05-19 13:13:15.68762,167
10,581,2022-05-19 13:13:14.013352,82
10,601,2022-05-19 13:13:13.233732,40
10,634,2022-05-19 13:13:12.979983,26
10,689,2022-05-19 13:13:13.497796,56
10,833,2022-05-19 13:13:14.266822,95
10,864,2022-05-19 13:13:14.944145,127
10,878,2022-05-19 13:13:14.052744,84
10,925,2022-05-19 13:13:12.632808,6
10,993,2022-05-19 13:13:12.711127,10
1,39,2022-05-19 12:31:22.349916,48
1,212,2022-05-19 12:31:22.033896,31
1,545,2022-05-19 12:31:21.475576,9
1,589,2022-05-19 12:31:22.178989,38
1,593,2022-05-19 12:31:22.41763,52
1,799,2022-05-19 12:31:22.481598,56
1,847,2022-05-19 12:31:21.923513,27
2,10,2022-05-19 13:44:50.71739,19
2,18,2022-05-19 13:44:50.933247,31
2,29,2022-05-19 13:44:51.405517,57
2,230,2022-05-19 13:44:52.983753,146
2,528,2022-05-19 13:44:53.911764,194
2,637,2022-05-19 13:44:53.058669,151
2,805,2022-05-19 13:44:51.097682,40
2,843,2022-05-19 13:44:52.068371,103
2,862,2022-05-19 13:44:52.808157,135
2,1038,2022-05-19 13:44:52.401616,117
3,47,2022-05-19 12:32:12.456581,54
3,137,2022-05-19 12:32:13.271809,87
3,158,2022-05-19 12:32:12.030034,37
3,361,2022-05-19 12:32:12.705207,62
3,497,2022-05-19 12:32:13.029232,76
3,720,2022-05-19 12:32:13.107364,80
3,891,2022-05-19 12:32:11.796839,29
4,57,2022-05-19 13:44:45.452626,230
4,86,2022-05-19 13:44:44.916113,199
4,144,2022-05-19 13:44:44.783503,191
4,231,2022-05-19 13:44:41.938152,36
4,241,2022-05-19 13:44:44.073232,146
4,406,2022-05-19 13:44:43.931959,138
4,551,2022-05-19 13:44:43.707751,125
4,731,2022-05-19 13:44:43.479534,112
4,776,2022-05-19 13:44:45.682405,244
4,801,2022-05-19 13:44:42.755683,73
4,826,2022-05-19 13:44:41.615098,15
4,841,2022-05-19 13:44:43.51874,114
4,860,2022-05-19 13:44:42.699646,70
5,125,2022-05-19 13:42:22.618199,27
5,533,2022-05-19 13:42:22.789512,37
5,552,2022-05-19 13:42:23.530907,81
5,662,2022-05-19 13:42:22.240367,3
5,663,2022-05-19 13:42:22.702333,32
5,822,2022-05-19 13:42:22.994093,49
6,11,2022-05-19 12:19:28.040283,97
6,83,2022-05-19 12:19:26.418425,33
6,268,2022-05-19 12:19:27.657793,81
6,313,2022-05-19 12:19:28.811403,131
6,459,2022-05-19 12:19:28.474207,116
6,476,2022-05-19 12:19:28.409912,113
6,696,2022-05-19 12:19:25.807197,6
6,981,2022-05-19 12:19:29.021565,140
6,1033,2022-05-19 12:19:27.449794,73
7,259,2022-05-19 13:12:18.854337,8
8,1,2022-05-19 13:23:23.617644,148
8,78,2022-05-19 13:23:21.101849,22
8,300,2022-05-19 13:23:22.629796,96
8,431,2022-05-19 13:23:22.077396,68
8,532,2022-05-19 13:23:22.615901,95
8,743,2022-05-19 13:23:20.702992,3
8,858,2022-05-19 13:23:22.871875,108
8,917,2022-05-19 13:23:21.574179,45
8,946,2022-05-19 13:23:21.134786,24
9,511,2022-05-19 12:19:21.582532,25
10,10,2022-05-19 13:13:12.893256,20
10,208,2022-05-19 13:13:15.929825,181
10,242,2022-05-19 13:13:15.223944,140
10,405,2022-05-19 13:13:13.079764,32
10,426,2022-05-19 13:13:13.444116,53
10,453,2022-05-19 13:13:13.76281,70
10,565,2022-05-19 13:13:14.961924,128
10,574,2022-05-19 13:13:13.848589,74
10,576,2022-05-19 13:13:15.24063,141
10,607,2022-05-19 13:13:12.873589,19
10,924,2022-05-19 13:13:12.595341,4
10,972,2022-05-19 13:13:14.907282,125
10,1025,2022-05-19 13:13:14.464658,104
1,278,2022-05-19 12:31:22.495086,57
1,400,2022-05-19 12:31:22.312001,46
1,555,2022-05-19 12:31:22.716509,69
1,778,2022-05-19 12:31:22.6129,64
1,863,2022-05-19 12:31:22.389155,50
1,932,2022-05-19 12:31:23.12206,91
1,945,2022-05-19 12:31:22.736597,70
1,971,2022-05-19 12:31:23.222995,97
1,1015,2022-05-19 12:31:22.869451,77
2,141,2022-05-19 13:44:53.838561,190
2,334,2022-05-19 13:44:52.48819,121
2,549,2022-05-19 13:44:52.736353,132
2,698,2022-05-19 13:44:50.824697,24
2,892,2022-05-19 13:44:53.555824,175
2,929,2022-05-19 13:44:53.964259,197
2,1003,2022-05-19 13:44:50.381116,2
3,121,2022-05-19 12:32:12.920459,71
3,157,2022-05-19 12:32:11.177517,6
3,727,2022-05-19 12:32:12.599998,58
3,921,2022-05-19 12:32:13.422261,93
3,948,2022-05-19 12:32:11.011025,0
3,962,2022-05-19 12:32:11.438422,17
4,130,2022-05-19 13:44:43.303311,102
4,319,2022-05-19 13:44:42.047347,44
4,336,2022-05-19 13:44:42.331937,55
4,445,2022-05-19 13:44:44.40785,168
4,466,2022-05-19 13:44:43.902832,136
4,527,2022-05-19 13:44:43.887269,135
4,556,2022-05-19 13:44:44.816518,193
4,563,2022-05-19 13:44:43.641433,121
4,583,2022-05-19 13:44:42.293841,54
4,610,2022-05-19 13:44:43.355494,105
4,652,2022-05-19 13:44:43.157303,93
4,816,2022-05-19 13:44:45.234931,218
4,937,2022-05-19 13:44:44.51745,175
4,995,2022-05-19 13:44:43.073555,88
4,1000,2022-05-19 13:44:42.436095,58
4,1009,2022-05-19 13:44:44.340351,164
5,19,2022-05-19 13:42:22.757912,35
5,140,2022-05-19 13:42:23.98358,108
5,169,2022-05-19 13:42:23.791012,98
5,580,2022-05-19 13:42:22.817729,39
5,653,2022-05-19 13:42:23.007187,50
5,673,2022-05-19 13:42:22.598608,26
5,690,2022-05-19 13:42:23.548018,82
5,734,2022-05-19 13:42:24.133483,117
6,4,2022-05-19 12:19:25.74457,3
6,23,2022-05-19 12:19:25.705673,1
6,33,2022-05-19 12:19:27.026122,56
6,56,2022-05-19 12:19:27.905287,91
6,111,2022-05-19 12:19:28.383695,112
6,196,2022-05-19 12:19:28.765063,129
6,283,2022-05-19 12:19:26.126007,20
6,425,2022-05-19 12:19:26.315494,28
6,430,2022-05-19 12:19:28.999935,139
6,534,2022-05-19 12:19:26.343103,29
6,567,2022-05-19 12:19:27.314373,68
6,656,2022-05-19 12:19:27.753699,85
6,669,2022-05-19 12:19:27.342458,69
6,797,2022-05-19 12:19:26.363893,30
7,45,2022-05-19 13:12:19.304258,25
7,779,2022-05-19 13:12:19.386697,29
7,920,2022-05-19 13:12:19.070216,16
8,10,2022-05-19 13:23:20.76425,6
8,49,2022-05-19 13:23:21.787946,54
8,131,2022-05-19 13:23:22.666496,98
8,156,2022-05-19 13:23:22.391152,84
8,285,2022-05-19 13:23:21.905277,59
8,396,2022-05-19 13:23:22.948821,112
8,441,2022-05-19 13:23:22.930242,111
8,554,2022-05-19 13:23:21.177799,26
8,706,2022-05-19 13:23:21.940394,61
8,834,2022-05-19 13:23:21.526598,43
8,871,2022-05-19 13:23:20.942536,15
10,226,2022-05-19 13:13:15.53457,157
10,302,2022-05-19 13:13:13.513343,57
10,542,2022-05-19 13:13:13.406366,51
10,753,2022-05-19 13:13:12.781744,14
10,787,2022-05-19 13:13:13.939128,78
10,820,2022-05-19 13:13:16.114654,191
10,842,2022-05-19 13:13:13.375605,49
10,942,2022-05-19 13:13:16.003073,185
10,948,2022-05-19 13:13:12.556969,2
10,962,2022-05-19 13:13:13.480873,55
10,1028,2022-05-19 13:13:15.779937,173
1,274,2022-05-19 12:31:22.44989,54
1,328,2022-05-19 12:31:22.909461,79
1,541,2022-05-19 12:31:22.857079,76
1,927,2022-05-19 12:31:21.3034,2
1,1040,2022-05-19 12:31:22.778683,72
2,6,2022-05-19 13:44:50.683802,17
2,38,2022-05-19 13:44:51.338541,53
2,94,2022-05-19 13:44:52.509234,122
2,164,2022-05-19 13:44:50.309006,0
2,293,2022-05-19 13:44:51.164326,43
2,339,2022-05-19 13:44:52.700714,130
2,362,2022-05-19 13:44:52.76123,133
2,370,2022-05-19 13:44:53.137481,155
2,436,2022-05-19 13:44:50.899858,29
2,451,2022-05-19 13:44:51.957488,96
2,665,2022-05-19 13:44:53.796756,188
2,740,2022-05-19 13:44:52.467064,120
2,882,2022-05-19 13:44:53.478287,172
2,935,2022-05-19 13:44:52.031718,101
2,976,2022-05-19 13:44:50.762132,21
3,304,2022-05-19 12:32:12.247202,46
3,559,2022-05-19 12:32:13.152465,82
3,722,2022-05-19 12:32:11.952698,34
3,792,2022-05-19 12:32:11.404746,16
3,954,2022-05-19 12:32:13.298426,88
3,974,2022-05-19 12:32:11.494028,19
4,15,2022-05-19 13:44:41.890003,33
4,31,2022-05-19 13:44:42.353806,56
4,163,2022-05-19 13:44:42.612705,65
4,204,2022-05-19 13:44:44.67976,185
4,253,2022-05-19 13:44:44.885791,197
4,275,2022-05-19 13:44:43.658151,122
4,364,2022-05-19 13:44:43.739736,127
4,479,2022-05-19 13:44:41.832693,29
